4	2041	0.00063896179199219
5	3003	0.00070095062255859
6	2451	0.0011298656463623
7	2969	0.0017259120941162
8	3022	0.0025930404663086
9	2444	0.0035398006439209
10	4329	0.0035650730133057
11	3993	0.0044510364532471
12	4442	0.0057048797607422
13	4299	0.0072669982910156
14	4801	0.0089988708496094
15	3183	0.010986804962158
16	5114	0.013427019119263
17	4831	0.016481876373291
18	5229	0.01897406578064
19	6318	0.02417516708374
20	5071	0.025750875473022
21	5233	0.030312061309814
22	4504	0.033660888671875
23	5173	0.039226055145264
24	6711	0.043960094451904
25	5533	0.05049204826355
26	5200	0.056497097015381
27	6450	0.062790155410767
28	6277	0.070949077606201
29	6007	0.078161954879761
30	6076	0.087385892868042
31	6450	0.094963073730469
32	6981	0.1043381690979
33	6982	0.11462616920471
34	7555	0.13090920448303
35	8281	0.13678503036499
36	6109	0.14912295341492
37	6707	0.16373491287231
38	6875	0.17675995826721
39	7743	0.19130492210388
40	6552	0.2069947719574
41	7194	0.22169589996338
42	6591	0.24128293991089
43	6014	0.25537896156311
44	7244	0.27848100662231
45	8649	0.29437685012817
46	6594	0.31665182113647
47	7790	0.33819985389709
48	9459	0.41442489624023
49	8657	0.39828991889954
50	9110	0.40963101387024
51	7621	0.43561697006226
52	9053	0.46583795547485
53	8993	0.49106907844543
54	8530	0.52406311035156
55	7898	0.5560781955719
56	8882	0.58385920524597
57	9793	0.61984300613403
58	9367	0.65925598144531
59	10024	0.69596982002258
60	7577	0.72315788269043
61	9182	0.75590896606445
62	9722	0.7934091091156
63	9040	0.8428521156311
64	10247	0.89485502243042
65	8862	0.92087411880493
66	8660	0.97052597999573
67	9635	1.011402130127
68	10653	1.0631120204926
69	9801	1.1181678771973
70	10483	1.1656010150909
71	9958	1.2234749794006
72	9210	1.2752439975739
73	10804	1.3432669639587
74	10735	1.3885819911957
75	10459	1.461681842804
76	9930	1.5265560150146
77	9077	1.5700521469116
78	9799	1.6581380367279
79	11996	1.721832036972
80	11882	1.7729849815369
81	11332	1.8448660373688
82	10496	1.9293229579926
83	11566	1.9916770458221
84	11565	2.0945701599121
85	11810	2.172739982605
86	11337	2.245854139328
87	11443	2.3710639476776
88	11599	2.4248929023743
89	10816	2.4948568344116
90	10060	2.5964999198914
91	10271	2.6749448776245
92	12548	2.7753520011902
93	11388	2.899729013443
94	11308	2.9715118408203
95	10614	3.097687959671
96	10019	3.2022731304169
97	10689	3.2996368408203
98	11970	3.414705991745
99	12339	3.4999551773071
